fecha,morosidad,paro,paro_lag_12,euribor,inflacion_interanual,pred_morosidad_m1,pred_morosidad_m2
2024-07-01,3.42,11.21,11.89,3.525913043478261,2.768249826392544,2.7907481156329377,2.979845975970999
2024-08-01,3.44,11.21,11.89,3.1661363636363635,2.26159578030809,2.7907481156329377,3.0571088930060175
2024-09-01,3.43,11.21,11.89,2.936047619047619,1.4646733736588535,2.7907481156329377,3.2260645525196954
2024-10-01,3.41,10.61,11.8,2.6913043478260867,1.8031625658867731,2.73069508291982,3.046821998041112
2024-11-01,3.38,10.61,11.8,2.5055714285714283,2.409500015680055,2.73069508291982,2.86731535823301
2024-12-01,3.32,10.61,11.8,2.43605,2.846781694483047,2.73069508291982,2.7469570602624818
2025-01-01,3.33,11.36,12.29,2.525227272727273,2.9352184445743834,3.0576504832467934,3.059019296297739
2025-02-01,3.3,11.36,12.29,2.40695,2.9737378782203283,3.0576504832467934,3.0325771797931584
2025-03-01,3.21,11.36,12.29,2.3983809523809523,2.2552664188352,3.0576504832467934,3.212987708429641
2025-04-01,3.18,10.29,11.27,2.1434,2.187378222614189,2.37704944583146,2.5242194995043725
2025-05-01,3.11,10.29,11.27,2.0805714285714285,1.987296846713238,2.37704944583146,2.5659240330154387
2025-06-01,2.97,10.29,11.27,2.080904761904762,2.285533783714944,2.37704944583146,2.4905804697946357
2025-07-01,2.92,10.45,11.21,2.07908695652174,2.694705804060482,2.337014090689382,2.3474831611126974
2025-08-01,2.93,10.45,11.21,2.113904761904762,2.6936026936027035,2.337014090689382,2.352679502324562
2025-09-01,2.87,10.45,11.21,2.1715,3.022970871987063,2.337014090689382,2.2775537209227754
2025-10-01,2.84,9.93,10.61,2.1873043478260867,3.089154703312236,1.9366605392685967,1.8689863791885157
